	AASTR	ABC	ACC	ACRM	ALCLALKN	ALCLALKP	AM	AMKL	AML	AMLGATA2MECOM	AMOL	AMPCA	ARMS	ASTR	ATLL	ATRT	BL	BLCA	BLL	BLLBCRABL1	BLLBCRABL1L	BLLETV6RUNX1	BLLHYPO	BLLKMT2A	BLLTCF3PBX1	BLSC	BNNOS	BPLL	BRCA	BRCNOS	BTMOV	CCOV	CCRCC	CDS	CEAD	CEGCC	CELNOS	CESC	CHOL	CHS	CLLSLL	CMLBCRABL1	COAD	COADREAD	CSCC	DA	DCIS	DDCHS	DDLS	DLBCLNOS	DSTAD	ECAD	EHCH	EMBCA	EMCHS	EOV	EPIS	ERMS	ERT	ES	ESCA	ESCC	ESS	ETPLL	FIBS	FTCL	GB	GBAD	GBC	GCB	GCLC	GEJ	GSARC	HCC	HCCIHCH	HGSOC	HL	HNSC	HPHSC	HSTCL	IDC	IHCH	ILC	LCLC	LIHB	LIPO	LMS	LUAD	LUAS	LUCA	LUMEC	LUSC	LXSC	MACR	MBL	MBN	MCC	MCCE	MCL	MDS	MEL	MFH	MLADS	MNG	MOV	MPNST	MRC	MRT	MSTAD	MTNN	MXOV	MYCF	NBL	NKCLL	NMCHN	NSCLC	NSCLCPD	NUTCL	OCSC	ODG	OMGCT	OOVC	OPHSC	OS	PAAD	PAASC	PANET	PCM	PEL	PLBMESO	PLEMESO	PLSMESO	PNET	PRAD	PRCC	PRSCC	RBL	RCC	READ	RMS	SARCNOS	SCCO	SCLC	SKCM	SMARCA4-UT	SMZL	SNSC	SOC	SS	SSRCC	STAD	STAS	STSC	SYNS	THAP	THFO	THME	THPA	THPD	TLL	TSTAD	TT	UASC	UCCA	UCCC	UCEC	UCS	UCU	ULMS	UM	USARC	VMM	VSC	WDLS	ZFIB	ZFIBBON	ZFIBBRE	ZFIBCOL	ZFIBLUN	ZFIBLYM	ZFIBSKI	ZFIBSOF	ZFIBUPA	ZFIBURT	ZHYPP	ZIMMBR	ZIMMEKC	ZIMMEPCNS	ZIMMEPCP	ZIMMEPCRT	ZIMMLUNG	ZIMMOV
HOXC4	0.668696	0.664967	0.674546	0.666477	0.674391	0.678217	0.692055	0.693009	0.68874	0.69245	0.684818	0.673788	0.671576	0.669958	0.686613	0.682754	0.666795	0.679302	0.674882	0.690524	0.691979	0.667406	0.680527	0.673467	0.687697	0.686301	0.692661	0.661274	0.675428	0.670141	0.673294	0.68351	0.675589	0.674512	0.689726	0.680039	0.692661	0.677904	0.693147	0.670612	0.666998	0.686671	0.682668	0.691509	0.681652	0.673695	0.674084	0.652339	0.665022	0.667908	0.673623	0.682931	0.686597	0.684457	0.680563	0.665905	0.679539	0.667317	0.669535	0.665182	0.681342	0.67685	0.686428	0.652339	0.678855	0.664754	0.671335	0.682318	0.691868	0.672964	0.686306	0.690371	0.680945	0.679298	0.693147	0.676958	0.668913	0.682466	0.675419	0.664507	0.669504	0.686429	0.668023	0.677722	0.680166	0.675454	0.679624	0.683631	0.682855	0.669051	0.68176	0.685471	0.675781	0.683932	0.678623	0.666792	0.673113	0.693147	0.659501	0.692055	0.667141	0.678573	0.691868	0.673534	0.681102	0.666625	0.678804	0.665466	0.668074	0.674041	0.67826	0.692249	0.664423	0.677018	0.666836	0.682711	0.669152	0.679271	0.680006	0.670401	0.693147	0.670849	0.688834	0.669545	0.681354	0.682485	0.680386	0.684057	0.692661	0.674424	0.676697	0.668484	0.676662	0.673879	0.670356	0.678069	0.66111	0.673437	0.687631	0.67686	0.693147	0.671957	0.675635	0.664304	0.672712	0.677257	0.691868	0.678026	0.671339	0.677595	0.67713	0.66837	0.679329	0.661182	0.686723	0.668967	0.651404	0.672792	0.69245	0.683229	0.678064	0.688209	0.686477	0.692018	0.69245	0.678003	0.674991	0.661581	0.673876	0.679459	0.682237	0.671749	0.67747	0.670516	0.650164	0.668099	0.660522	0.68114	0.685276	0.660092	0.663097	0.685697	0.693147	0.691868	0.691336	0.667334	0.676841	0.693147	0.68788	0.693147	0.691868	0.673174
ZNF26	0.675727	0.674847	0.67476	0.675138	0.684455	0.680194	0.676608	0.673381	0.676488	0.673589	0.674413	0.676744	0.676722	0.676948	0.675261	0.680635	0.67797	0.6756	0.674534	0.66968	0.671988	0.675853	0.672848	0.676513	0.673033	0.680465	0.67671	0.672966	0.677914	0.677659	0.674349	0.678292	0.677068	0.675383	0.682656	0.672469	0.673999	0.677883	0.68238	0.677218	0.675552	0.677332	0.678051	0.68421	0.679917	0.673999	0.67489	0.676767	0.678989	0.676954	0.678565	0.679169	0.677398	0.676677	0.674684	0.676939	0.678439	0.676726	0.676037	0.675107	0.679324	0.677329	0.675263	0.671247	0.673984	0.685031	0.676194	0.677463	0.680265	0.678681	0.67474	0.672608	0.676657	0.67578	0.679135	0.677421	0.680774	0.67769	0.68109	0.677133	0.676888	0.678098	0.677849	0.673442	0.677962	0.683701	0.675492	0.675766	0.675704	0.677781	0.676653	0.674695	0.677827	0.678528	0.678773	0.682061	0.677993	0.675877	0.676476	0.67706	0.676202	0.678103	0.675999	0.677072	0.677025	0.678122	0.67241	0.675547	0.674183	0.676294	0.678294	0.676918	0.674277	0.681767	0.680246	0.676947	0.670418	0.679333	0.679456	0.675726	0.677649	0.676312	0.676953	0.677439	0.677456	0.676698	0.679006	0.677019	0.675988	0.676668	0.677193	0.674405	0.679732	0.676154	0.674175	0.669534	0.677442	0.676629	0.678561	0.672069	0.678573	0.676535	0.67138	0.675679	0.672757	0.676159	0.673018	0.677471	0.671367	0.683917	0.677619	0.67238	0.677518	0.676661	0.677054	0.677216	0.674584	0.677715	0.675467	0.676588	0.674253	0.674341	0.674526	0.683589	0.675978	0.676903	0.678212	0.676465	0.676216	0.678372	0.675907	0.678528	0.68546	0.677314	0.676871	0.677879	0.679308	0.678732	0.678365	0.678064	0.678546	0.679602	0.676291	0.678109	0.676185	0.678864	0.678368	0.675777	0.677846	0.6811	0.674246	0.678679
ZNF69	0.680052	0.677539	0.677871	0.681251	0.692776	0.693098	0.677022	0.663751	0.674797	0.653919	0.677062	0.674046	0.671819	0.673966	0.66598	0.676948	0.673938	0.6746	0.674906	0.654957	0.663621	0.670706	0.68781	0.664995	0.657178	0.692611	0.693147	0.690409	0.678788	0.681998	0.688655	0.679913	0.67301	0.672063	0.692993	0.693147	0.66546	0.690768	0.659775	0.680123	0.688097	0.673968	0.669675	0.673347	0.688952	0.661064	0.673754	0.668522	0.680118	0.67545	0.685445	0.685837	0.675868	0.677678	0.667163	0.680458	0.682989	0.680392	0.673349	0.678119	0.673919	0.689878	0.677812	0.668654	0.692607	0.693147	0.671427	0.678254	0.677696	0.68338	0.685153	0.674791	0.673181	0.673365	0.668522	0.685286	0.688588	0.683281	0.689695	0.692607	0.677207	0.674984	0.6721	0.683945	0.670348	0.681905	0.665967	0.67735	0.682255	0.658549	0.669887	0.679428	0.690095	0.668442	0.675645	0.682005	0.671637	0.693147	0.68247	0.675585	0.678128	0.673761	0.667458	0.682093	0.671721	0.673507	0.683079	0.680114	0.679435	0.692773	0.673878	0.691726	0.673432	0.692858	0.680555	0.675485	0.677022	0.667446	0.689686	0.679225	0.691934	0.666119	0.692857	0.676325	0.672374	0.680311	0.689415	0.681189	0.679302	0.687439	0.682536	0.676699	0.671599	0.676593	0.67927	0.67094	0.669296	0.674537	0.673513	0.662868	0.677132	0.680177	0.681015	0.684202	0.673218	0.687933	0.675158	0.67588	0.691934	0.669545	0.671838	0.677696	0.668278	0.679874	0.675514	0.68329	0.690765	0.692857	0.672207	0.673587	0.666367	0.670126	0.67413	0.677458	0.681235	0.668398	0.675256	0.664071	0.669593	0.687276	0.693147	0.693147	0.693147	0.679107	0.661117	0.66988	0.668271	0.667922	0.670345	0.668115	0.670121	0.666229	0.667327	0.654896	0.68754	0.683079	0.670552	0.665744	0.686609	0.681008	0.688655	0.67359
ZNF583	0.672324	0.670561	0.671387	0.677355	0.681518	0.69275	0.675274	0.668149	0.674278	0.66808	0.677487	0.684586	0.672675	0.667567	0.673942	0.673189	0.677063	0.678479	0.676456	0.666566	0.666933	0.671747	0.674388	0.67639	0.670987	0.693147	0.693147	0.674507	0.680139	0.674727	0.672655	0.682893	0.682862	0.670993	0.693147	0.685963	0.674037	0.68674	0.680174	0.663207	0.678605	0.676126	0.685264	0.689275	0.693081	0.692375	0.677551	0.666675	0.672467	0.675139	0.684754	0.683047	0.681822	0.684187	0.670489	0.673616	0.675228	0.667001	0.666617	0.670386	0.686311	0.68808	0.67551	0.672617	0.69042	0.678167	0.67007	0.685312	0.664965	0.683078	0.680894	0.692858	0.674774	0.67305	0.693147	0.680593	0.681052	0.690914	0.690912	0.674334	0.67817	0.679432	0.680206	0.673809	0.682547	0.67846	0.670804	0.676097	0.673873	0.67916	0.692858	0.676455	0.688792	0.688049	0.674548	0.680767	0.678168	0.693147	0.677499	0.676606	0.67736	0.677456	0.669736	0.673925	0.683896	0.673697	0.663223	0.667845	0.678286	0.675712	0.678347	0.693147	0.671027	0.676991	0.675181	0.67628	0.667263	0.674507	0.690541	0.667698	0.677585	0.693147	0.692858	0.673641	0.682879	0.681139	0.692858	0.672922	0.671794	0.672461	0.672874	0.66717	0.672941	0.67388	0.682605	0.664112	0.673584	0.683826	0.685927	0.665408	0.67687	0.665637	0.669255	0.677946	0.670461	0.673003	0.670125	0.674735	0.66692	0.692614	0.685272	0.679555	0.670772	0.671571	0.678174	0.675671	0.669346	0.67725	0.674163	0.673463	0.688745	0.680752	0.6806	0.688216	0.685512	0.678974	0.674704	0.674874	0.670196	0.675336	0.678653	0.680826	0.693147	0.66672	0.665972	0.672205	0.674127	0.671655	0.671763	0.671574	0.672696	0.671021	0.670336	0.662796	0.673829	0.681282	0.675277	0.668881	0.679464	0.674091	0.676195	0.676399
ZNF568	0.668033	0.676836	0.672426	0.669812	0.693147	0.692712	0.691248	0.67339	0.678938	0.678659	0.687975	0.689008	0.667777	0.668975	0.672919	0.675248	0.687607	0.676944	0.683211	0.681468	0.682197	0.682068	0.675663	0.680529	0.672472	0.693015	0.666318	0.675203	0.677637	0.670718	0.674663	0.681306	0.683306	0.670912	0.693147	0.669729	0.680944	0.684784	0.693147	0.661731	0.68154	0.679755	0.689515	0.693147	0.691769	0.692479	0.674361	0.664943	0.669044	0.68209	0.688831	0.678135	0.686335	0.666567	0.665514	0.680479	0.683723	0.66672	0.671097	0.671538	0.687379	0.687074	0.668984	0.669486	0.675401	0.692898	0.672034	0.687156	0.668639	0.68638	0.684005	0.692898	0.671461	0.675658	0.673719	0.674292	0.688779	0.690809	0.691995	0.670056	0.67431	0.682331	0.673974	0.672389	0.682143	0.665436	0.668086	0.677468	0.671	0.669089	0.679613	0.676493	0.690768	0.691493	0.672287	0.69127	0.673042	0.670722	0.682705	0.678212	0.6747	0.681292	0.677645	0.681897	0.681101	0.669017	0.66603	0.677685	0.678389	0.687953	0.676561	0.68441	0.667721	0.68329	0.680391	0.671799	0.668538	0.68457	0.689567	0.669745	0.669616	0.693147	0.692898	0.677383	0.68271	0.673696	0.692898	0.680555	0.677536	0.676163	0.669638	0.669036	0.676859	0.671808	0.685574	0.658105	0.66943	0.683405	0.686639	0.668129	0.670701	0.670584	0.66779	0.67999	0.671823	0.684674	0.668949	0.672676	0.669729	0.692683	0.686202	0.68441	0.677562	0.672439	0.673668	0.674735	0.654457	0.679078	0.670785	0.67639	0.682759	0.673469	0.676874	0.685951	0.681349	0.679491	0.671552	0.66989	0.668574	0.673082	0.693147	0.667196	0.68965	0.672258	0.668356	0.668374	0.669518	0.670483	0.672553	0.669842	0.671319	0.666214	0.663741	0.661764	0.676231	0.675636	0.678363	0.668827	0.676099	0.687803	0.66956	0.670577
ZXDB	0.678694	0.676669	0.673326	0.67993	0.67749	0.675307	0.676942	0.679066	0.679208	0.67482	0.679585	0.676151	0.675522	0.676485	0.674807	0.678873	0.678065	0.676246	0.678743	0.678694	0.675166	0.673606	0.671282	0.677531	0.681643	0.681553	0.677818	0.675145	0.677079	0.67863	0.678416	0.679259	0.677888	0.680821	0.680286	0.674416	0.67619	0.677224	0.669688	0.6749	0.680484	0.677445	0.676809	0.677635	0.67863	0.674741	0.676751	0.674385	0.677413	0.677537	0.679087	0.675187	0.676428	0.668675	0.675229	0.676849	0.67759	0.678669	0.67543	0.676321	0.676977	0.677886	0.677818	0.672876	0.679792	0.677612	0.677154	0.676881	0.669772	0.680915	0.67905	0.670707	0.679777	0.676985	0.673339	0.678731	0.674405	0.67814	0.681896	0.675839	0.67775	0.674828	0.678837	0.675511	0.678759	0.679121	0.677333	0.677173	0.678412	0.677545	0.676984	0.677255	0.677182	0.676276	0.675815	0.681975	0.677253	0.673761	0.675136	0.676577	0.678049	0.682715	0.677214	0.676941	0.676006	0.677557	0.674916	0.676752	0.684261	0.677135	0.679335	0.677026	0.676162	0.683633	0.680213	0.677984	0.668722	0.676134	0.680013	0.679947	0.674741	0.670492	0.682427	0.673801	0.677159	0.676961	0.667188	0.677455	0.677456	0.671689	0.675198	0.673353	0.680948	0.675972	0.678207	0.66701	0.675541	0.677108	0.676789	0.674981	0.673691	0.674644	0.673392	0.679479	0.674379	0.682378	0.672927	0.677783	0.67619	0.677299	0.677038	0.676657	0.675916	0.677187	0.677152	0.678286	0.672827	0.678147	0.680151	0.674593	0.677	0.674693	0.676092	0.676668	0.680821	0.678137	0.679049	0.675876	0.681763	0.678732	0.676096	0.67991	0.685046	0.677509	0.673775	0.677861	0.679105	0.677981	0.679129	0.676592	0.678659	0.676999	0.679762	0.676285	0.674569	0.673169	0.678222	0.675537	0.675766	0.677706	0.670028	0.676778
ZNF480	0.672739	0.670226	0.678833	0.675001	0.67972	0.678965	0.674562	0.673026	0.674815	0.674531	0.675035	0.678117	0.674425	0.674718	0.677627	0.677203	0.674093	0.675457	0.674536	0.668605	0.673114	0.672572	0.670063	0.673427	0.672526	0.678253	0.675091	0.675866	0.676574	0.679335	0.678053	0.678185	0.67654	0.678355	0.679366	0.682068	0.671729	0.678616	0.684187	0.674156	0.674154	0.673979	0.678043	0.681165	0.678527	0.677431	0.675415	0.678548	0.679989	0.675171	0.678048	0.684129	0.678255	0.682006	0.678954	0.675643	0.677229	0.673965	0.677187	0.675849	0.676563	0.676889	0.676593	0.672999	0.676898	0.686905	0.674799	0.678893	0.671905	0.678038	0.679256	0.67813	0.678075	0.673942	0.669855	0.679335	0.681937	0.677901	0.677411	0.67516	0.676569	0.677221	0.674835	0.673476	0.678772	0.68048	0.676836	0.676093	0.675016	0.673813	0.672484	0.676402	0.675789	0.677643	0.678798	0.674296	0.676464	0.683669	0.673719	0.682624	0.67598	0.681367	0.676315	0.678135	0.674233	0.67306	0.675827	0.677351	0.681391	0.681621	0.679248	0.692653	0.676406	0.683807	0.68932	0.67597	0.671459	0.672675	0.67858	0.673675	0.677596	0.675999	0.680619	0.678061	0.677579	0.679385	0.675892	0.677508	0.670888	0.674006	0.675563	0.675565	0.674112	0.674665	0.673458	0.676156	0.675807	0.676515	0.678937	0.678296	0.678844	0.676392	0.674186	0.677689	0.676146	0.674055	0.675952	0.676879	0.669746	0.692195	0.678938	0.681959	0.676939	0.676586	0.678331	0.673549	0.679133	0.685592	0.678548	0.675037	0.675634	0.677987	0.676078	0.674452	0.683279	0.677102	0.676992	0.676008	0.674054	0.678703	0.673662	0.669764	0.686985	0.679072	0.675814	0.67919	0.679824	0.679044	0.675439	0.678256	0.677804	0.677672	0.675571	0.674484	0.677312	0.672864	0.67713	0.675254	0.678697	0.676187	0.675685	0.674175
ZNF587	0.678888	0.674317	0.678298	0.680677	0.680184	0.678555	0.673149	0.671161	0.676367	0.670131	0.675395	0.678236	0.679043	0.6754	0.67623	0.681186	0.676796	0.675644	0.677628	0.673589	0.673369	0.675552	0.675672	0.679911	0.674273	0.67899	0.678888	0.676054	0.676146	0.675766	0.672938	0.678425	0.675765	0.677175	0.677715	0.679424	0.672341	0.679033	0.679893	0.677964	0.680923	0.673774	0.674777	0.682041	0.680644	0.672894	0.673791	0.673951	0.68073	0.676957	0.677223	0.67847	0.678269	0.681748	0.680279	0.676972	0.678715	0.677751	0.676294	0.675938	0.679464	0.676936	0.671649	0.673963	0.675289	0.683438	0.675902	0.679585	0.678421	0.678305	0.675715	0.680137	0.675071	0.675278	0.680446	0.675966	0.675317	0.678776	0.678948	0.677708	0.676405	0.678884	0.675383	0.675918	0.677462	0.682705	0.676321	0.67577	0.67549	0.674141	0.675256	0.675637	0.674224	0.677297	0.675197	0.678856	0.67704	0.680362	0.675976	0.680048	0.676663	0.681027	0.673845	0.678143	0.675327	0.679338	0.680321	0.676621	0.676261	0.676102	0.680819	0.672738	0.676222	0.680488	0.682198	0.675795	0.675527	0.675979	0.68027	0.674672	0.67954	0.677158	0.680321	0.678734	0.676815	0.674031	0.674069	0.67517	0.679311	0.677009	0.677595	0.674241	0.679146	0.67389	0.67313	0.671352	0.677611	0.675182	0.678346	0.677263	0.67151	0.675852	0.673002	0.67617	0.674511	0.679511	0.678904	0.678586	0.673891	0.672852	0.676235	0.677825	0.671999	0.681571	0.678278	0.678889	0.671189	0.680807	0.672865	0.674682	0.671593	0.679486	0.674897	0.679154	0.678436	0.675208	0.679102	0.678196	0.678125	0.678459	0.675401	0.679751	0.686944	0.678849	0.674752	0.67664	0.676547	0.676596	0.677728	0.676557	0.676576	0.675642	0.677335	0.673788	0.677187	0.673916	0.675417	0.675289	0.677332	0.681247	0.672471	0.675045
ZNF808	0.677609	0.671066	0.678525	0.678103	0.693147	0.692146	0.672112	0.670534	0.674286	0.663984	0.677928	0.678635	0.676027	0.673892	0.668672	0.678748	0.672977	0.676712	0.674714	0.668456	0.666883	0.670726	0.66859	0.672237	0.670011	0.679481	0.672965	0.67395	0.675908	0.674464	0.676553	0.68	0.67706	0.671065	0.680087	0.674533	0.673577	0.680173	0.683143	0.672834	0.680584	0.672038	0.677289	0.685259	0.681247	0.671993	0.674543	0.676396	0.674416	0.673453	0.677966	0.67742	0.676036	0.677204	0.677161	0.676817	0.680898	0.676471	0.675719	0.676317	0.681449	0.680088	0.677382	0.666911	0.693147	0.693147	0.677664	0.680985	0.674569	0.681619	0.683511	0.678191	0.67505	0.68152	0.673235	0.678176	0.685297	0.68414	0.67656	0.668305	0.675161	0.677489	0.675506	0.674239	0.680364	0.685807	0.67431	0.6762	0.676461	0.673785	0.675838	0.679727	0.675279	0.675694	0.676297	0.679722	0.677201	0.674462	0.672505	0.685895	0.677601	0.68305	0.671991	0.680494	0.676626	0.674947	0.674202	0.676296	0.677065	0.68367	0.68172	0.692598	0.675367	0.685044	0.683095	0.678064	0.672314	0.670869	0.685011	0.677809	0.676221	0.671449	0.692438	0.679251	0.677148	0.672693	0.673189	0.67645	0.676828	0.677583	0.676785	0.669174	0.676896	0.674133	0.682578	0.670699	0.669485	0.675723	0.678327	0.670179	0.67364	0.671049	0.671114	0.678639	0.674251	0.675682	0.674033	0.678123	0.668706	0.67464	0.676987	0.681241	0.672266	0.680624	0.676688	0.677624	0.674134	0.692942	0.675593	0.670279	0.671418	0.675818	0.6731	0.669353	0.680936	0.67535	0.680002	0.675207	0.679799	0.678214	0.692942	0.672451	0.68952	0.678696	0.670566	0.678945	0.679964	0.677096	0.680464	0.677003	0.679158	0.679529	0.67653	0.670577	0.688394	0.675141	0.680065	0.67991	0.67857	0.681701	0.675103	0.678001
MAFK	0.674396	0.675427	0.682461	0.680579	0.680984	0.673718	0.677214	0.678122	0.677548	0.671936	0.677557	0.675864	0.686251	0.674543	0.676038	0.682041	0.675364	0.674639	0.678643	0.673779	0.672139	0.674845	0.675138	0.679767	0.675131	0.677537	0.683851	0.678007	0.676055	0.673344	0.674612	0.676696	0.675059	0.676718	0.67457	0.670129	0.673688	0.675784	0.682075	0.672321	0.681436	0.678759	0.675587	0.68336	0.678115	0.67963	0.673567	0.672662	0.680989	0.676248	0.675611	0.675459	0.672955	0.682515	0.67646	0.680501	0.678154	0.68038	0.678349	0.68084	0.675533	0.673875	0.67865	0.672709	0.674045	0.683964	0.675255	0.67664	0.674465	0.681692	0.672344	0.675761	0.675878	0.673598	0.674643	0.676576	0.676652	0.67513	0.673724	0.68518	0.675072	0.674891	0.675953	0.674459	0.677307	0.678613	0.675184	0.672357	0.672332	0.67754	0.669652	0.674447	0.673464	0.679013	0.681427	0.675921	0.680345	0.676173	0.676283	0.682377	0.677372	0.677514	0.679602	0.677867	0.671312	0.680308	0.683475	0.679971	0.675133	0.675873	0.678309	0.677833	0.684867	0.684082	0.686803	0.671493	0.674503	0.681265	0.676518	0.671785	0.6826	0.677407	0.676442	0.678089	0.675406	0.673018	0.672875	0.678843	0.674863	0.676666	0.67534	0.678286	0.677247	0.676368	0.673693	0.67593	0.682534	0.673149	0.677047	0.681911	0.676222	0.6825	0.676857	0.676993	0.674289	0.683448	0.681564	0.678139	0.679642	0.673179	0.675694	0.674575	0.675531	0.680301	0.676593	0.674362	0.676862	0.680304	0.673472	0.674666	0.674003	0.683475	0.672879	0.680464	0.675941	0.677174	0.678694	0.67614	0.679529	0.679723	0.681883	0.687324	0.684108	0.673562	0.671364	0.672909	0.672676	0.671671	0.674139	0.672612	0.673161	0.673532	0.672875	0.675759	0.676448	0.675098	0.678124	0.674278	0.677457	0.678763	0.672038	0.679466
ZNF43	0.672414	0.665634	0.665405	0.673806	0.693065	0.692501	0.687755	0.666842	0.675558	0.667107	0.692386	0.692974	0.66967	0.672663	0.672402	0.674103	0.674182	0.674282	0.676155	0.6591	0.663652	0.668506	0.66248	0.675954	0.660408	0.692731	0.66814	0.673324	0.678362	0.674774	0.687032	0.680133	0.676511	0.666926	0.693147	0.693147	0.670737	0.688069	0.681315	0.670891	0.681084	0.676924	0.6879	0.691576	0.692696	0.692727	0.674715	0.669947	0.674441	0.672496	0.687973	0.691533	0.686407	0.661591	0.665338	0.676134	0.671064	0.671951	0.66996	0.667289	0.692237	0.689453	0.670767	0.660731	0.691285	0.693147	0.674333	0.681961	0.687032	0.683013	0.67979	0.692201	0.670821	0.677123	0.693147	0.678257	0.684208	0.692778	0.690526	0.68986	0.672658	0.684195	0.676584	0.675011	0.676497	0.680375	0.672032	0.67648	0.679402	0.656783	0.692201	0.676923	0.69241	0.679788	0.668382	0.682714	0.671978	0.693147	0.670815	0.671773	0.677477	0.666552	0.672928	0.681318	0.681815	0.673382	0.670289	0.673969	0.672809	0.684055	0.67659	0.690349	0.66661	0.692221	0.672751	0.676539	0.685887	0.665045	0.689758	0.670518	0.665877	0.693147	0.692369	0.684501	0.68579	0.681191	0.693147	0.683274	0.666082	0.676112	0.672075	0.670159	0.66718	0.666883	0.676568	0.659667	0.659692	0.67639	0.682655	0.679731	0.678624	0.66653	0.664096	0.679071	0.667762	0.678569	0.67054	0.672886	0.665506	0.690451	0.688261	0.674994	0.688972	0.675902	0.681309	0.677785	0.667199	0.693147	0.682484	0.668265	0.692147	0.66543	0.670642	0.671139	0.670814	0.675096	0.672478	0.665846	0.665736	0.67343	0.692922	0.676304	0.693147	0.677845	0.665061	0.678678	0.680181	0.679011	0.677432	0.679321	0.679112	0.678656	0.674825	0.667107	0.692727	0.685734	0.673222	0.673063	0.677478	0.689564	0.670891	0.668395
ZNF28	0.675568	0.67234	0.675186	0.677278	0.693147	0.692712	0.672789	0.67354	0.677343	0.67491	0.678397	0.679787	0.676109	0.675292	0.675697	0.674876	0.675618	0.675607	0.677092	0.673119	0.674515	0.676845	0.673723	0.675001	0.674932	0.679069	0.671724	0.677073	0.67571	0.67634	0.674775	0.67751	0.676247	0.676381	0.683594	0.676043	0.682099	0.675141	0.693147	0.676438	0.678931	0.676186	0.676011	0.677558	0.676631	0.673216	0.673422	0.673882	0.676462	0.676329	0.676884	0.673155	0.675984	0.676033	0.67513	0.675218	0.677138	0.674976	0.673834	0.676964	0.679596	0.67746	0.676535	0.66999	0.683493	0.693147	0.676329	0.67834	0.672362	0.67974	0.68222	0.691741	0.676286	0.677778	0.673166	0.676841	0.684348	0.681246	0.675095	0.672897	0.675553	0.675905	0.675929	0.674943	0.677118	0.679702	0.675018	0.675374	0.673974	0.671754	0.672863	0.67566	0.675558	0.675754	0.679654	0.685533	0.677011	0.677699	0.677051	0.681507	0.67736	0.681754	0.67374	0.675966	0.674806	0.674962	0.673377	0.676698	0.675524	0.682928	0.678112	0.677262	0.678465	0.68662	0.686813	0.676571	0.673574	0.668531	0.681268	0.676854	0.673985	0.668967	0.692567	0.678135	0.676431	0.673482	0.675284	0.677373	0.680019	0.675559	0.674876	0.671863	0.6771	0.672913	0.682888	0.673757	0.675764	0.676337	0.675938	0.672183	0.676646	0.673169	0.674859	0.67736	0.674659	0.677565	0.672356	0.675905	0.671903	0.675102	0.675893	0.679475	0.672507	0.676277	0.678704	0.675733	0.677968	0.679551	0.679078	0.67666	0.671805	0.684332	0.673853	0.670756	0.674492	0.674528	0.677063	0.67436	0.677232	0.677106	0.675217	0.680565	0.691339	0.676642	0.675054	0.67643	0.676728	0.675011	0.676943	0.674845	0.676231	0.671938	0.675464	0.676693	0.689504	0.67842	0.677463	0.677255	0.677214	0.680073	0.674876	0.677612
ZNF511	0.675811	0.676494	0.674491	0.678541	0.678274	0.67728	0.675491	0.676856	0.676606	0.679055	0.678195	0.67611	0.675986	0.676739	0.67589	0.677015	0.675613	0.67688	0.67622	0.676904	0.677768	0.676679	0.676824	0.675504	0.67742	0.679006	0.677473	0.677112	0.676293	0.677479	0.677565	0.677792	0.677144	0.674343	0.677865	0.674626	0.677898	0.676239	0.678831	0.677872	0.677031	0.67764	0.674759	0.675413	0.67667	0.675157	0.677341	0.675163	0.679318	0.677013	0.675657	0.677169	0.675782	0.677451	0.675528	0.675543	0.675468	0.676127	0.67668	0.676221	0.676417	0.676538	0.675771	0.67734	0.674822	0.683608	0.677143	0.67558	0.676697	0.677999	0.674207	0.673158	0.677158	0.67576	0.674816	0.677064	0.677211	0.676117	0.678223	0.677614	0.677238	0.677453	0.677729	0.675659	0.676131	0.679143	0.676273	0.676403	0.676401	0.676364	0.678228	0.676379	0.67712	0.675489	0.678137	0.675648	0.677879	0.68077	0.674949	0.677	0.678049	0.676518	0.676875	0.676759	0.676733	0.678671	0.676199	0.676361	0.677079	0.677955	0.678144	0.678242	0.676867	0.677725	0.676052	0.676164	0.678126	0.676323	0.677816	0.67771	0.674435	0.677616	0.678905	0.676904	0.676282	0.67657	0.673212	0.677858	0.67586	0.67788	0.677296	0.67661	0.677266	0.67418	0.675581	0.677086	0.676427	0.67812	0.674008	0.675838	0.67771	0.67628	0.675806	0.677836	0.675592	0.675327	0.675255	0.677245	0.676596	0.674909	0.675701	0.677154	0.677347	0.675904	0.677795	0.675362	0.673553	0.6751	0.67701	0.677034	0.677079	0.675064	0.674741	0.676249	0.676516	0.676149	0.677251	0.675881	0.675284	0.678427	0.676186	0.681764	0.680774	0.676489	0.67649	0.678222	0.679017	0.678891	0.677589	0.678161	0.678573	0.677383	0.676894	0.679289	0.676202	0.680679	0.676257	0.678252	0.679039	0.676975	0.6803	0.67725
