	Adrenal Gland	Ampulla of Vater	Biliary Tract	Bladder/Urinary Tract	Bone	Bowel	Breast	CNS/Brain	Cervix	Esophagus/Stomach	Eye	Fibroblast	Head and Neck	Kidney	Liver	Lung	Lymphoid	Myeloid	Ovary/Fallopian Tube	Pancreas	Peripheral Nervous System	Pleura	Prostate	Skin	Soft Tissue	Testis	Thyroid	Uterus	Vulva/Vagina
ZBTB5	0.614899	0.621732	0.621521	0.61613	0.609165	0.61667	0.613198	0.615387	0.615168	0.616898	0.623308	0.630035	0.621537	0.618649	0.613704	0.611129	0.608261	0.615755	0.61627	0.621116	0.599294	0.616139	0.615309	0.625004	0.613458	0.615678	0.621605	0.613454	0.654403
ZNF507	0.619039	0.622383	0.619867	0.614198	0.610626	0.616277	0.620906	0.614754	0.618548	0.614678	0.623151	0.62044	0.627272	0.618704	0.613321	0.608456	0.612862	0.615871	0.615284	0.61736	0.609597	0.616756	0.618244	0.615991	0.614389	0.62439	0.618395	0.611424	0.638315
ZBTB49	0.639764	0.633977	0.624462	0.614001	0.612463	0.617571	0.619067	0.613159	0.629206	0.618097	0.623257	0.613079	0.628667	0.621457	0.61217	0.609402	0.603604	0.609076	0.617827	0.617802	0.603279	0.6147	0.612666	0.611718	0.614651	0.619514	0.612177	0.612938	0.634695
ATOH8	0.669546	0.654866	0.635367	0.617768	0.573459	0.653095	0.632346	0.59172	0.605797	0.637023	0.549888	0.544074	0.621244	0.604514	0.605297	0.614372	0.677401	0.677879	0.622631	0.662674	0.582283	0.617699	0.641465	0.575369	0.581578	0.679909	0.614997	0.637423	0.6222
SOX14	0.693147	0.693147	0.690574	0.687293	0.68513	0.296068	0.661864	0.680483	0.560791	0.498746	0.637663	0.689567	0.62583	0.565749	0.680278	0.498896	0.68932	0.691478	0.626211	0.686563	0.681552	0.693147	0.693147	0.689491	0.687596	0.52329	0.687689	0.630828	0.693147
ZNF608	0.591413	0.607284	0.623889	0.632232	0.6251	0.61225	0.634679	0.598368	0.657139	0.630798	0.614133	0.645476	0.641098	0.578078	0.603502	0.614954	0.622556	0.648445	0.604067	0.620423	0.594994	0.658016	0.614829	0.610725	0.613001	0.580343	0.620319	0.598783	0.642712
E2F6	0.599321	0.618286	0.617918	0.618923	0.612314	0.617723	0.620105	0.615783	0.61676	0.618476	0.61092	0.626139	0.627125	0.618723	0.613463	0.611543	0.620607	0.618413	0.618655	0.619653	0.607298	0.61636	0.620486	0.611934	0.615183	0.616159	0.623283	0.617748	0.643509
MECP2	0.608495	0.617805	0.620643	0.617311	0.61439	0.619726	0.617686	0.614118	0.622606	0.617348	0.621002	0.619634	0.625956	0.621347	0.617007	0.611716	0.614275	0.616393	0.618057	0.619037	0.61808	0.612714	0.620782	0.610946	0.621728	0.621465	0.60981	0.617717	0.622485
AR	0.685447	0.684077	0.639909	0.659246	0.573053	0.674326	0.536366	0.563967	0.675391	0.660678	0.65735	0.54787	0.674355	0.624408	0.576197	0.628178	0.668246	0.624225	0.635271	0.666781	0.622952	0.588353	0.505061	0.621926	0.575561	0.577174	0.617127	0.637171	0.682514
ZNF354A	0.596349	0.629512	0.620458	0.615119	0.613403	0.623235	0.609569	0.617337	0.613665	0.618947	0.61936	0.626575	0.618837	0.613937	0.634363	0.617172	0.62374	0.62876	0.614106	0.621304	0.614335	0.613433	0.608543	0.621164	0.613049	0.605074	0.623069	0.611265	0.627733
ATF5	0.608246	0.622084	0.62404	0.616529	0.609588	0.62072	0.619902	0.615175	0.619053	0.617109	0.621648	0.60685	0.632207	0.616589	0.617235	0.61291	0.59458	0.606752	0.614902	0.622293	0.624311	0.610492	0.617073	0.622023	0.618423	0.621719	0.620558	0.615828	0.645676
ZBTB43	0.627453	0.618921	0.617471	0.61491	0.615034	0.62034	0.615303	0.613496	0.61823	0.614684	0.618333	0.616329	0.610901	0.622818	0.619129	0.615284	0.616631	0.620253	0.623603	0.618997	0.610483	0.608485	0.609111	0.614916	0.617032	0.623493	0.610292	0.61962	0.640237
NR0B1	0.683148	0.693147	0.59163	0.664341	0.422905	0.666976	0.63783	0.622119	0.685862	0.644657	0.667437	0.670682	0.650088	0.558519	0.546214	0.52527	0.685771	0.675325	0.629937	0.667372	0.564457	0.600268	0.666405	0.557153	0.64431	0.681408	0.581582	0.616586	0.693147
ZNF280A	0.467244	0.646805	0.612705	0.650058	0.620275	0.619847	0.651288	0.635604	0.65686	0.624587	0.603951	0.683314	0.668511	0.618487	0.623257	0.608595	0.686169	0.649974	0.589723	0.634529	0.618096	0.643413	0.665456	0.51552	0.556647	0.625078	0.638689	0.569589	0.68814
ZEB2	0.618498	0.668923	0.660739	0.638616	0.563362	0.678776	0.663041	0.583299	0.658364	0.66777	0.570844	0.558885	0.660519	0.602922	0.62177	0.641831	0.610227	0.555453	0.648073	0.666013	0.588553	0.591296	0.665678	0.565415	0.581021	0.605295	0.599804	0.657443	0.627815
BNC1	0.693147	0.679401	0.671615	0.590953	0.613062	0.682005	0.648453	0.650998	0.558332	0.623156	0.651827	0.591144	0.494394	0.63745	0.653825	0.642739	0.690943	0.689971	0.602999	0.676822	0.664449	0.482512	0.549912	0.646107	0.603735	0.630725	0.55101	0.662632	0.599866
HIC2	0.615363	0.619404	0.633345	0.604305	0.619546	0.613089	0.62682	0.623627	0.634094	0.607745	0.633924	0.63799	0.629665	0.625395	0.584435	0.604828	0.610324	0.590662	0.615699	0.620798	0.593158	0.64432	0.6363	0.62264	0.610664	0.578516	0.628978	0.603249	0.663817
CENPX	0.614221	0.609074	0.616877	0.615452	0.614928	0.61482	0.612413	0.615656	0.614771	0.617469	0.619723	0.62078	0.621709	0.618994	0.614332	0.61186	0.621329	0.619637	0.616108	0.6164	0.615674	0.616184	0.616695	0.618234	0.61733	0.626255	0.619329	0.61467	0.640266
ZNF32	0.599924	0.621109	0.617576	0.621589	0.607368	0.623096	0.612817	0.616214	0.620672	0.621252	0.612204	0.614758	0.625541	0.615341	0.617608	0.61954	0.632281	0.62651	0.616855	0.623367	0.604159	0.619395	0.615142	0.621337	0.609576	0.613761	0.614209	0.62127	0.627957
GSX1	0.693147	0.693147	0.693147	0.683492	0.66515	0.621689	0.553664	0.685077	0.693147	0.674397	0.683263	0.688071	0.610936	0.678197	0.685938	0.44779	0.455304	0.333942	0.579252	0.669713	0.693147	0.693147	0.679198	0.604791	0.594215	0.693147	0.693147	0.670384	0.693147
ONECUT1	0.631153	0.650401	0.585547	0.650976	0.650823	0.664653	0.645559	0.591013	0.625785	0.625865	0.626434	0.686698	0.658571	0.662243	0.453997	0.576572	0.64219	0.668264	0.643684	0.635585	0.637888	0.675142	0.653393	0.536856	0.658518	0.531974	0.667603	0.582289	0.573067
KLF13	0.61736	0.606767	0.618958	0.628678	0.615736	0.611473	0.624797	0.619919	0.611986	0.613445	0.62499	0.615494	0.613926	0.62407	0.618506	0.617549	0.601688	0.608181	0.617856	0.620956	0.608782	0.620849	0.618178	0.624283	0.61998	0.623859	0.621736	0.618444	0.623273
ZFPM2	0.658215	0.648629	0.658201	0.628171	0.555633	0.654334	0.653874	0.600859	0.673454	0.63792	0.597203	0.507847	0.647872	0.633476	0.621407	0.614636	0.676254	0.639457	0.606027	0.657357	0.565581	0.519229	0.655755	0.628108	0.564166	0.670944	0.567862	0.630198	0.685937
ZNF764	0.629003	0.627383	0.628942	0.615449	0.607732	0.618162	0.611608	0.611638	0.630485	0.617518	0.634915	0.616576	0.630687	0.610753	0.605812	0.6034	0.603056	0.604872	0.615701	0.619601	0.600014	0.623228	0.61435	0.6162	0.616552	0.633511	0.617564	0.61255	0.639238
HSFY2	0.693147	0.693147	0.693147	0.419887	0.693147	0.192662	0.693147	0.648613	0.693147	0.661628	0.693147	0.581397	0.67635	0.693147	0.693147	0.661016	0.606108	0.547575	0.693147	0.693147	0.693147	0.653211	0.693147	0.681108	0.672543	0.693147	0.693147	0.693147	0.693147
ZNF747	0.620099	0.623251	0.62103	0.609334	0.611745	0.622068	0.610692	0.615382	0.614738	0.61761	0.632451	0.610228	0.626129	0.617529	0.626823	0.607207	0.598339	0.604539	0.618238	0.620634	0.609926	0.621923	0.609895	0.616757	0.627293	0.633097	0.613519	0.618751	0.635018
ZNF768	0.62072	0.623016	0.617834	0.614673	0.621657	0.615676	0.611598	0.616788	0.617868	0.615789	0.617145	0.625676	0.621749	0.616072	0.61784	0.614022	0.617786	0.612511	0.615962	0.617976	0.611504	0.619078	0.615389	0.615955	0.616465	0.622145	0.616673	0.614553	0.625906
ZNF35	0.619545	0.61654	0.615231	0.607638	0.612306	0.613509	0.615492	0.605967	0.611979	0.616667	0.631276	0.610493	0.62623	0.622453	0.62059	0.612291	0.628202	0.622075	0.621664	0.619071	0.598164	0.603728	0.615609	0.624756	0.604833	0.61577	0.618265	0.616616	0.674934
TIGD4	0.625605	0.590534	0.628424	0.630418	0.637492	0.596609	0.628677	0.606399	0.640351	0.61699	0.605527	0.66839	0.645187	0.62358	0.622894	0.599268	0.589381	0.63367	0.622026	0.61872	0.585994	0.656427	0.615442	0.569172	0.630857	0.579152	0.618233	0.613657	0.646965
ZNF778	0.610308	0.625333	0.619619	0.612081	0.618961	0.62087	0.609801	0.611449	0.61417	0.621563	0.633313	0.618594	0.627967	0.613968	0.61416	0.603056	0.621492	0.621358	0.612395	0.62188	0.608592	0.610687	0.613838	0.612535	0.617941	0.627728	0.614088	0.601873	0.657071
FOXD4	0.652212	0.637995	0.622124	0.625794	0.63558	0.614287	0.608649	0.607348	0.609158	0.61598	0.612709	0.644968	0.641924	0.622307	0.628842	0.602155	0.593951	0.591615	0.622325	0.617995	0.605502	0.644398	0.51325	0.637749	0.606845	0.678012	0.642045	0.573964	0.661893
HOXD4	0.68836	0.683638	0.681055	0.556092	0.543163	0.63193	0.649521	0.604939	0.609918	0.645666	0.624152	0.589625	0.649597	0.560187	0.615	0.599779	0.673042	0.679053	0.576511	0.671911	0.557101	0.636525	0.61337	0.553608	0.616403	0.665129	0.636209	0.613002	0.618384
HOXD12	0.623883	0.647839	0.650818	0.619796	0.468944	0.640235	0.650139	0.597964	0.612058	0.601641	0.569362	0.683606	0.616686	0.650027	0.634767	0.570996	0.623888	0.626637	0.635485	0.656775	0.618721	0.678759	0.65884	0.545359	0.573097	0.678107	0.65077	0.649604	0.613289
ZNF212	0.6235	0.616586	0.623176	0.613471	0.615249	0.614608	0.615019	0.614021	0.618084	0.618426	0.622819	0.627327	0.623725	0.616695	0.614882	0.610384	0.608786	0.615646	0.616737	0.618395	0.607935	0.619936	0.613196	0.615396	0.61947	0.612917	0.615502	0.614601	0.646057
ZNF282	0.612414	0.616121	0.624317	0.611293	0.616428	0.612629	0.61396	0.612712	0.620769	0.615691	0.623579	0.616653	0.623515	0.613178	0.610687	0.609929	0.612524	0.612092	0.615456	0.617809	0.612731	0.617272	0.613453	0.614695	0.620385	0.637835	0.617353	0.615594	0.653574
PRDM10	0.620307	0.620158	0.625948	0.612478	0.606211	0.614825	0.615481	0.612411	0.62481	0.616327	0.629603	0.618838	0.623654	0.621486	0.613333	0.607709	0.609559	0.606414	0.618485	0.613105	0.616494	0.618706	0.61033	0.61886	0.61632	0.630978	0.616609	0.615515	0.637824
FOS	0.620023	0.604101	0.628169	0.605944	0.61814	0.6053	0.604799	0.610404	0.619576	0.593019	0.646259	0.584359	0.613724	0.621445	0.610699	0.607355	0.650283	0.634142	0.608824	0.599924	0.62859	0.631105	0.629369	0.60909	0.629628	0.641669	0.614688	0.611391	0.644932
SMAD1	0.618098	0.618412	0.619547	0.613232	0.606886	0.61226	0.611327	0.614287	0.613293	0.614033	0.6206	0.62136	0.618653	0.61741	0.618007	0.613514	0.627415	0.642384	0.617218	0.615918	0.600592	0.614575	0.617829	0.626324	0.608482	0.623988	0.618897	0.617294	0.631416
EMX2	0.685311	0.693147	0.675432	0.569436	0.579595	0.64044	0.63988	0.605004	0.671576	0.642133	0.691756	0.494444	0.654834	0.556956	0.646068	0.642231	0.683776	0.642246	0.488193	0.684207	0.630107	0.634503	0.665577	0.587694	0.562342	0.676083	0.660441	0.490855	0.685377
SP7	0.624319	0.682636	0.668576	0.66458	0.282145	0.664187	0.663173	0.63911	0.668359	0.654429	0.676932	0.66886	0.666272	0.653805	0.668866	0.629205	0.636452	0.556418	0.647712	0.67047	0.49157	0.681345	0.675576	0.667651	0.645692	0.611243	0.665212	0.570252	0.659938
ZNF804A	0.680672	0.688738	0.662183	0.628448	0.597267	0.662616	0.66012	0.577227	0.681826	0.656004	0.605932	0.566868	0.672943	0.643345	0.604922	0.609279	0.569141	0.561969	0.653693	0.672956	0.470552	0.541898	0.657988	0.618978	0.558953	0.693147	0.573185	0.675448	0.680918
NFXL1	0.615345	0.62369	0.617625	0.614136	0.619625	0.609087	0.617351	0.619415	0.621319	0.61433	0.625415	0.627663	0.623896	0.621735	0.618416	0.609028	0.613887	0.616347	0.617722	0.61347	0.605743	0.619939	0.605499	0.620566	0.621111	0.615178	0.616241	0.61269	0.635419
NPAS2	0.637595	0.599551	0.607839	0.607645	0.631572	0.605425	0.614743	0.609748	0.62906	0.606519	0.610024	0.597965	0.62502	0.619684	0.597466	0.613962	0.670112	0.675531	0.609514	0.589944	0.641734	0.639755	0.612603	0.582754	0.622088	0.655285	0.592343	0.620436	0.618364
PA2G4	0.615922	0.617383	0.618945	0.615494	0.614926	0.614652	0.618501	0.617768	0.618378	0.617104	0.618985	0.621027	0.620176	0.617564	0.614103	0.614658	0.614094	0.61412	0.616659	0.617468	0.616219	0.615533	0.6194	0.61559	0.616896	0.621421	0.617472	0.615158	0.634494
IRX1	0.693147	0.693147	0.692757	0.690327	0.603897	0.678614	0.590974	0.523116	0.692774	0.615399	0.65453	0.591299	0.584759	0.691204	0.69125	0.602673	0.635921	0.547254	0.660535	0.692013	0.676888	0.517642	0.670523	0.584038	0.528838	0.443302	0.692296	0.678426	0.637435
IRX2	0.674375	0.691987	0.680905	0.652208	0.621276	0.612998	0.527506	0.647157	0.57324	0.558442	0.669679	0.621542	0.516319	0.660887	0.681286	0.577126	0.671972	0.68471	0.672403	0.682218	0.67329	0.569931	0.583374	0.628693	0.613336	0.504573	0.62043	0.653786	0.59708
SIX2	0.693147	0.590211	0.627562	0.600922	0.605355	0.652602	0.576137	0.651185	0.558577	0.626887	0.664495	0.584385	0.61729	0.654444	0.599946	0.578279	0.680556	0.668732	0.619551	0.621961	0.571615	0.603245	0.624003	0.669357	0.538957	0.65113	0.614386	0.616745	0.652703
STAT2	0.61561	0.618917	0.621547	0.618327	0.617508	0.623504	0.620797	0.612258	0.616584	0.621205	0.613933	0.604041	0.616176	0.616756	0.617531	0.618578	0.612288	0.618009	0.618199	0.619939	0.625169	0.614283	0.612404	0.612602	0.616146	0.628467	0.616191	0.619606	0.624053
FOXA3	0.644255	0.540341	0.594407	0.65182	0.660309	0.488782	0.637756	0.653241	0.647215	0.530734	0.65929	0.687991	0.67752	0.663027	0.53	0.59886	0.649732	0.658494	0.608657	0.575518	0.637738	0.684624	0.6473	0.673235	0.666711	0.514485	0.643938	0.618653	0.682454
ZNF16	0.626374	0.628755	0.613531	0.616256	0.605047	0.618403	0.612975	0.617438	0.614528	0.612357	0.611481	0.626472	0.619653	0.623384	0.618506	0.614786	0.622353	0.615758	0.615696	0.618644	0.610774	0.608151	0.614275	0.618313	0.613113	0.622253	0.617606	0.619813	0.635161
ATF7	0.622558	0.614947	0.616224	0.617307	0.610605	0.615731	0.617761	0.615046	0.616578	0.615939	0.615789	0.614728	0.623397	0.616259	0.615439	0.614882	0.617461	0.618488	0.61848	0.615984	0.617161	0.615748	0.618066	0.615182	0.617562	0.620459	0.616463	0.619621	0.636571
ZNF296	0.642976	0.614974	0.611832	0.604335	0.643891	0.587329	0.582781	0.652644	0.602031	0.598828	0.680629	0.671039	0.611668	0.615212	0.604613	0.599496	0.549585	0.56355	0.6132	0.6031	0.656176	0.656213	0.615095	0.656765	0.646762	0.579552	0.637064	0.615207	0.668867
HOXB9	0.584436	0.584633	0.603728	0.603255	0.624819	0.555886	0.652649	0.617772	0.618193	0.6073	0.651513	0.677485	0.638261	0.594821	0.608657	0.620848	0.639452	0.641371	0.602601	0.597887	0.668581	0.598732	0.626401	0.604605	0.602981	0.687364	0.605575	0.604524	0.648178
FOXN2	0.605356	0.611369	0.618172	0.620324	0.617352	0.612894	0.62515	0.618343	0.631189	0.616284	0.61946	0.619647	0.628109	0.621046	0.616645	0.611074	0.609898	0.606333	0.618273	0.614136	0.610296	0.61788	0.619319	0.606496	0.614664	0.623886	0.621609	0.616731	0.641163
MSANTD4	0.60701	0.615264	0.617779	0.618442	0.610867	0.621329	0.633104	0.610758	0.627676	0.622541	0.612856	0.609803	0.629411	0.618236	0.62052	0.61276	0.612763	0.613581	0.617043	0.616713	0.603807	0.610498	0.621331	0.612984	0.614431	0.616427	0.61816	0.628218	0.639059
ZNF160	0.610398	0.638552	0.625064	0.613706	0.618275	0.620922	0.614645	0.612609	0.622047	0.625496	0.61661	0.610832	0.63987	0.60874	0.626504	0.615092	0.619721	0.614167	0.614468	0.618811	0.611604	0.615042	0.615266	0.617548	0.612209	0.597918	0.617944	0.607864	0.632577
ZNF415	0.552442	0.691047	0.628074	0.599475	0.587273	0.658864	0.594729	0.602623	0.660222	0.658162	0.612339	0.578509	0.673155	0.625244	0.645916	0.607126	0.645946	0.652348	0.607383	0.654967	0.584539	0.598328	0.594916	0.64422	0.595477	0.563838	0.603984	0.597546	0.68678
SOX7	0.673931	0.580734	0.603893	0.563709	0.648622	0.662193	0.649428	0.617504	0.558506	0.591855	0.646859	0.67929	0.529219	0.661716	0.642679	0.608867	0.63979	0.649528	0.638001	0.565548	0.614126	0.644265	0.567709	0.645554	0.636535	0.636372	0.596303	0.635052	0.62184
HSFX1	0.602107	0.683427	0.634701	0.584475	0.595469	0.637523	0.569839	0.603239	0.638862	0.627387	0.636783	0.61716	0.612824	0.618326	0.610054	0.590294	0.638034	0.64673	0.615643	0.623289	0.612833	0.599416	0.61416	0.611718	0.598444	0.632832	0.593806	0.618658	0.693147
ZNF672	0.619024	0.621135	0.621398	0.617048	0.619309	0.614452	0.611126	0.616043	0.617304	0.615743	0.62147	0.621704	0.628934	0.616748	0.609284	0.607989	0.605795	0.605125	0.611609	0.621201	0.618495	0.624139	0.612476	0.611386	0.619241	0.635726	0.616185	0.611593	0.641889
ZNF692	0.609236	0.630417	0.626921	0.618141	0.617045	0.615651	0.610441	0.617575	0.623025	0.616344	0.623641	0.624207	0.623553	0.61291	0.614599	0.610892	0.610071	0.603179	0.61568	0.617775	0.618717	0.623446	0.603348	0.618034	0.620423	0.624427	0.617734	0.613418	0.631581
NAIF1	0.603364	0.626201	0.618989	0.613579	0.613342	0.617239	0.615994	0.614464	0.618611	0.614065	0.623871	0.618577	0.619428	0.624125	0.616049	0.610669	0.609667	0.613196	0.618426	0.617632	0.619864	0.619725	0.612158	0.613567	0.618641	0.633008	0.615045	0.615419	0.637238
JUNB	0.628062	0.608618	0.60969	0.60341	0.627899	0.61454	0.606223	0.615966	0.609627	0.606029	0.63916	0.598726	0.603917	0.612753	0.611907	0.611198	0.615105	0.614843	0.614028	0.608767	0.623573	0.628231	0.617635	0.622566	0.626701	0.672117	0.612112	0.618148	0.642873
ZNF439	0.584389	0.680505	0.64167	0.606737	0.596642	0.650467	0.609727	0.583456	0.676043	0.641172	0.654059	0.56645	0.660143	0.638865	0.639616	0.605114	0.576383	0.568783	0.619721	0.637181	0.578027	0.62754	0.612823	0.596491	0.608581	0.62089	0.600978	0.620779	0.683941
ZNF440	0.606072	0.613607	0.625501	0.603251	0.620664	0.609055	0.614099	0.617477	0.630255	0.607956	0.627791	0.622878	0.616733	0.624267	0.626371	0.618828	0.629521	0.606926	0.619286	0.609047	0.612326	0.629586	0.601778	0.613391	0.612535	0.628318	0.623821	0.60896	0.634456
ZNF581	0.609288	0.620388	0.616406	0.619264	0.617507	0.617068	0.618171	0.621214	0.617509	0.618428	0.61705	0.626406	0.623058	0.61816	0.613338	0.618375	0.609284	0.609258	0.613381	0.61857	0.611531	0.619794	0.619554	0.620677	0.617148	0.618098	0.612079	0.614968	0.635017
ZNF524	0.602995	0.613495	0.605721	0.611699	0.631028	0.606085	0.606903	0.616422	0.609589	0.610308	0.628836	0.613143	0.621698	0.61404	0.613329	0.611346	0.613726	0.603719	0.615069	0.607565	0.636735	0.629265	0.612281	0.627214	0.628138	0.656434	0.614123	0.61847	0.640334
ZBTB26	0.608411	0.620577	0.617851	0.615876	0.61134	0.616637	0.621824	0.614493	0.616846	0.616559	0.619746	0.636064	0.619753	0.6206	0.618647	0.614448	0.610503	0.614546	0.617886	0.620897	0.596622	0.61391	0.613692	0.621615	0.615411	0.613637	0.614759	0.620456	0.651066
ZNF562	0.602055	0.614593	0.621955	0.617919	0.616409	0.616655	0.617748	0.614813	0.622473	0.617118	0.622602	0.62048	0.623422	0.621269	0.61906	0.611177	0.620568	0.618263	0.619238	0.618334	0.605899	0.607495	0.609996	0.614808	0.612841	0.625727	0.619728	0.616563	0.643605
ZNF318	0.605135	0.629122	0.626246	0.616828	0.607036	0.618133	0.616169	0.612812	0.624016	0.617099	0.619768	0.616629	0.621159	0.619687	0.612922	0.611641	0.605383	0.611883	0.622541	0.624754	0.608954	0.617	0.615267	0.617086	0.613691	0.624227	0.614765	0.618562	0.644948
ZNF561	0.610557	0.618328	0.620481	0.617409	0.615629	0.621467	0.61936	0.613814	0.621272	0.619683	0.612372	0.614248	0.622637	0.621463	0.618855	0.618047	0.621836	0.618722	0.620561	0.618529	0.608297	0.613367	0.610358	0.617667	0.611379	0.613617	0.619774	0.617018	0.634083
HOPX	0.680692	0.661924	0.620501	0.597398	0.634666	0.653453	0.608585	0.563763	0.616481	0.619423	0.65455	0.618262	0.574421	0.649589	0.640527	0.592712	0.594588	0.573124	0.640064	0.620283	0.603702	0.644224	0.526512	0.668706	0.601267	0.651331	0.612274	0.659516	0.611397
NEUROD2	0.622153	0.685877	0.665298	0.674641	0.373333	0.650835	0.604088	0.638376	0.653278	0.53564	0.667166	0.686425	0.604984	0.67524	0.674496	0.423491	0.64163	0.671083	0.669055	0.672477	0.553783	0.682834	0.674773	0.684854	0.579018	0.676394	0.671136	0.627127	0.680004
OTP	0.591337	0.66678	0.676304	0.65132	0.667376	0.644233	0.619145	0.640706	0.629951	0.650179	0.618083	0.683992	0.652652	0.47978	0.662068	0.540671	0.467799	0.505926	0.658402	0.646027	0.655169	0.682378	0.623088	0.668077	0.578113	0.665273	0.62005	0.616305	0.693147
ZNF584	0.613668	0.619767	0.621149	0.618472	0.607862	0.622697	0.617938	0.608905	0.610095	0.618643	0.614161	0.616456	0.626015	0.616605	0.612706	0.611619	0.624253	0.614577	0.616647	0.624005	0.613491	0.609519	0.613058	0.614415	0.612368	0.650571	0.611345	0.613089	0.640866
CXXC5	0.628764	0.603895	0.611741	0.624436	0.627344	0.613218	0.608047	0.605144	0.626411	0.621575	0.613542	0.602596	0.628163	0.603704	0.60203	0.620522	0.618026	0.605138	0.610316	0.620127	0.616175	0.614751	0.635726	0.62127	0.615648	0.629656	0.626744	0.611419	0.651991
ZNF274	0.619925	0.623607	0.614755	0.618352	0.618536	0.629334	0.612343	0.617725	0.620983	0.622641	0.615988	0.622585	0.623032	0.618322	0.610946	0.610802	0.616618	0.607153	0.618387	0.614913	0.619847	0.608735	0.607285	0.618967	0.619127	0.620102	0.617693	0.617126	0.625149
BPTF	0.613515	0.610663	0.623973	0.617914	0.613293	0.61823	0.616733	0.617318	0.62242	0.61863	0.616048	0.621472	0.624733	0.620407	0.614538	0.611945	0.609284	0.613674	0.618637	0.619254	0.607156	0.619544	0.619402	0.619052	0.616767	0.611841	0.62188	0.616356	0.636589
ZIK1	0.676379	0.688452	0.634103	0.618102	0.58625	0.673741	0.63016	0.575806	0.686094	0.668211	0.608918	0.584091	0.672004	0.65457	0.621312	0.58788	0.607279	0.60708	0.623781	0.664143	0.551993	0.600502	0.574981	0.606222	0.586737	0.539345	0.604853	0.666276	0.630621
CAMTA1	0.610581	0.624403	0.617566	0.619145	0.613301	0.618769	0.618159	0.615147	0.614962	0.618858	0.617147	0.618363	0.622168	0.61957	0.619538	0.617473	0.619439	0.619369	0.615061	0.621125	0.617252	0.621654	0.6182	0.616078	0.615556	0.606652	0.615429	0.616523	0.622479
NHLH1	0.672305	0.638703	0.651105	0.646304	0.614212	0.647208	0.635785	0.618764	0.647021	0.62724	0.558593	0.651082	0.634001	0.645314	0.63306	0.546874	0.599597	0.611371	0.634793	0.626516	0.534175	0.636291	0.634771	0.629943	0.580922	0.556692	0.623917	0.619087	0.630799
ZNF540	0.575402	0.646502	0.652378	0.645993	0.594656	0.626471	0.607097	0.604304	0.606882	0.63523	0.629039	0.610298	0.649553	0.62592	0.644585	0.58794	0.608112	0.621372	0.622461	0.642706	0.572448	0.619115	0.585006	0.631015	0.594143	0.630089	0.612084	0.612307	0.65215
ZNF570	0.583274	0.657159	0.634654	0.623311	0.598034	0.661829	0.613205	0.598724	0.644547	0.655058	0.620646	0.602929	0.661954	0.62568	0.608932	0.600706	0.623544	0.613283	0.612001	0.64008	0.577437	0.605083	0.610661	0.616783	0.593923	0.612785	0.610201	0.607591	0.62949
KLF17	0.693147	0.668137	0.636765	0.633026	0.596733	0.689925	0.615932	0.53416	0.567573	0.665068	0.594394	0.535881	0.660734	0.608575	0.6127	0.627329	0.680349	0.65897	0.666355	0.672832	0.658203	0.546583	0.674079	0.633341	0.6102	0.488744	0.575874	0.625523	0.674869
ZNF217	0.595795	0.613331	0.61617	0.613424	0.623455	0.620719	0.60737	0.616957	0.621586	0.618777	0.628451	0.623903	0.627064	0.616898	0.619851	0.622728	0.614033	0.620126	0.614283	0.614453	0.621892	0.616982	0.615809	0.622385	0.612245	0.607518	0.617766	0.616615	0.631839
FOXB1	0.678663	0.681905	0.633562	0.60638	0.684169	0.64228	0.656636	0.626925	0.540742	0.638159	0.691979	0.69029	0.58596	0.687111	0.656235	0.557958	0.57163	0.514553	0.600816	0.629337	0.678698	0.649331	0.56397	0.652723	0.62033	0.489789	0.618201	0.603278	0.670467
ZNF57	0.60933	0.624495	0.620638	0.61209	0.619399	0.600048	0.613239	0.623183	0.616769	0.611614	0.619395	0.644091	0.616048	0.626425	0.626105	0.618657	0.627917	0.620452	0.618652	0.615153	0.613797	0.627937	0.606977	0.619002	0.606573	0.589315	0.6277	0.607332	0.634503
ZNF556	0.687071	0.693147	0.654266	0.611798	0.655267	0.630084	0.594724	0.635842	0.605218	0.552085	0.684563	0.635143	0.578587	0.661389	0.612993	0.601447	0.629543	0.643177	0.617452	0.651553	0.571005	0.569629	0.609154	0.612603	0.493432	0.690822	0.660584	0.546318	0.693147
ZNF554	0.611859	0.630541	0.624848	0.619233	0.602326	0.614139	0.606623	0.617137	0.614595	0.61777	0.618077	0.626233	0.626145	0.622045	0.626639	0.611482	0.622632	0.6168	0.620503	0.621123	0.602356	0.627046	0.600605	0.629989	0.616439	0.590431	0.628276	0.608355	0.642864
KLF11	0.618592	0.612211	0.616777	0.614166	0.615809	0.61378	0.610369	0.631631	0.612109	0.616827	0.616204	0.62271	0.6362	0.602326	0.606621	0.606422	0.640725	0.623123	0.615293	0.622744	0.621351	0.603671	0.617953	0.619012	0.625126	0.602866	0.615213	0.613422	0.643078
CEBPB	0.627701	0.62074	0.610937	0.610953	0.611654	0.619115	0.607743	0.615633	0.615458	0.612155	0.628229	0.609068	0.609861	0.620069	0.610472	0.617558	0.629706	0.623656	0.61498	0.613569	0.634448	0.612919	0.617641	0.615445	0.629137	0.622899	0.610267	0.615463	0.625208
